id	logFC	AveExpr	t	P.Value	adj.P.Val	B
NDUFB1	0.721965157142862	8.35153094736842	7.71104972124429	2.51258055783988e-12	6.56830434161975e-11	17.5969031130621
PSMB7	0.549363580952386	9.72609791729323	7.68941869356697	2.82543569918601e-12	7.29497266530577e-11	17.4822462903536
NFAT5	0.883302809523809	6.99574483458647	7.68859951300507	2.83801389908091e-12	7.31240213668733e-11	17.4779065596661
ULK1	-0.501887644444446	8.38280105263158	-7.68483323211679	2.89656177741965e-12	7.43273153027847e-11	17.4579563838017
DNAJC15	1.05998894444445	6.84086118796992	7.67933883524532	2.98412764346509e-12	7.64180278983673e-11	17.4288589488281
BCOR	-0.545718099999993	5.84742423308271	-7.67780174207885	3.0090911350436e-12	7.68994588103356e-11	17.4207201685251
ATRAID	0.517390047619052	10.458557075188	7.67742847768917	3.01518439071446e-12	7.68994588103356e-11	17.4187438581691
DENND3	-0.539484330158727	9.36155446616541	-7.6657102231433	3.21282293025782e-12	8.13549533598476e-11	17.3567182227645
DRG1	0.579693996825398	9.03610670676692	7.64552697587192	3.58378692344946e-12	8.99233757936407e-11	17.2499716367545
CCNT1	0.723066906349206	7.49446860902256	7.64076502695186	3.67732499024637e-12	9.15537182095465e-11	17.2248020425614
RPL34	1.34587977777778	8.82138371428571	7.616239081493	4.19878900102589e-12	1.02702542660571e-10	17.0952643032171
GZMK	0.871870190476191	9.72357914285714	7.61483011202927	4.23087854522647e-12	1.03286116703311e-10	17.0878274935798
GYPA	0.840195566666667	6.06939509774436	7.60904450210725	4.3652149319763e-12	1.0615255226054e-10	17.0572955328512
PSMC2	0.544372763492067	8.69833163157895	7.60583526872473	4.44154427817834e-12	1.07591694213478e-10	17.0403635719273
ZWILCH	0.689516257142856	5.5297850075188	7.57565199301995	5.22735820900791e-12	1.25656878939907e-10	16.8812524227866
TMEM14B	0.706182938095239	8.7096869924812	7.5594162674883	5.70551947845381e-12	1.36367349363121e-10	16.7957682892173
CHCHD2	0.661022590476193	11.3148297218045	7.55111858944136	5.96638122054483e-12	1.41256889727163e-10	16.7521073345634
ARL4A	0.550933688888889	7.80205292481203	7.54496553163809	6.16741933282191e-12	1.45467627421521e-10	16.7197432231606
MRPL11	0.57279086825397	8.04038905263158	7.54176507646563	6.27462629698529e-12	1.46891811146588e-10	16.7029134580071
NDUFB6	0.553155546031745	9.6187987518797	7.53518128229207	6.50100652482093e-12	1.50620344780192e-10	16.6683011130533
HMBS	0.745208385714287	9.23797579699248	7.51933082870588	7.07975044599147e-12	1.63003135039084e-10	16.5850212812979
RSL24D1	1.40239439523809	6.38476664661654	7.51458635342017	7.26270770214577e-12	1.66300102639644e-10	16.5601069161411
MSL2	-0.589198350793657	9.15206339849624	-7.49940572785601	7.8801580562483e-12	1.78075572237991e-10	16.4804320449279
CCDC53	0.575153192063495	7.88238442857143	7.49300063159461	8.15602124175129e-12	1.83608909060822e-10	16.4468345164574
MS4A4A	1.21306752857143	6.06845387969925	7.47927323499933	8.77988499396551e-12	1.95683831091082e-10	16.3748671644583
FLNA	-0.648806488888889	10.5734523609023	-7.47161910005416	9.14803061196743e-12	2.02908100478234e-10	16.3347626172346
LITAF	-0.528826842857134	12.6223116541353	-7.47152739039448	9.15253306269367e-12	2.02908100478234e-10	16.3342821964302
METAP2	0.642507480952379	6.95463245112782	7.46727658395697	9.36365118186274e-12	2.05770744360794e-10	16.312016971893
XK	1.63316845396825	7.82176580451128	7.4517683530418	1.01755887443946e-11	2.20905341807376e-10	16.2308301693147
SMC5	0.548809982539688	6.31883810526316	7.43960324228022	1.08609702025921e-11	2.34971472589872e-10	16.1671928229604
MXD1	-0.848641642857142	7.29732536090226	-7.42832871417908	1.15369081231086e-11	2.47461748938062e-10	16.108252060381
PPA2	0.869420642857144	8.05493581203008	7.39592388373521	1.37204090095993e-11	2.93294194637908e-10	15.9390506484787
COX7B	1.27104143174603	6.96741328571429	7.38630644241091	1.44438920767202e-11	3.07189758946924e-10	15.8888919015096
HINT1	1.15367125555555	8.76635269924812	7.3811952231309	1.48436320412497e-11	3.15157182493402e-10	15.8622458552945
RPL31	0.9235880968254	7.98042303007519	7.37274933218109	1.55283105263819e-11	3.28029024385589e-10	15.8182320847721
LOC100129361	0.5297923968254	7.95408756390977	7.37125957946446	1.56522827999843e-11	3.30092175754963e-10	15.8104707575079
ZNF136	0.590095203174604	6.78425696240602	7.36232017175749	1.64170418440662e-11	3.43335068432238e-10	15.7639118355754
RPL24	0.84773961428572	11.7405437443609	7.35881996839099	1.67264588481768e-11	3.48065680973337e-10	15.7456882048946
MRPL33	0.548909696825401	8.53723772932331	7.33915448504965	1.85753046729795e-11	3.82103152518928e-10	15.6433681035377
CR2	-0.572094126984128	6.30914966917293	-7.33861926497437	1.86283540840031e-11	3.82567245574585e-10	15.6405849375395
TMA7	0.628445307936508	9.54904832330827	7.33274206818058	1.92208421022298e-11	3.93447188741891e-10	15.6100288716722
IGSF6	0.703186395238092	9.4083770075188	7.32703014863281	1.98145323970957e-11	4.03624598244736e-10	15.5803419377002
APBB1IP	-0.92554257142857	8.91633818796993	-7.31875696588904	2.07067590326357e-11	4.21115741234219e-10	15.5373604229273
GLRX	0.78519305873016	8.68634177443609	7.31459657242099	2.11703523186134e-11	4.29847218275018e-10	15.5157537311892
PTER	0.754831007936509	7.97724154135338	7.29865837769016	2.30433774172486e-11	4.63378685627621e-10	15.433027902473
MED13	0.508137392063498	9.7261012406015	7.29357294837849	2.36748384639547e-11	4.7455570774074e-10	15.4066484834412
PFDN5	1.12153747142857	9.68338902255639	7.27391421050724	2.62810733352194e-11	5.19330564110761e-10	15.3047470304756
CNIH4	1.09371167777778	6.77726937593985	7.26816749907787	2.70952090591931e-11	5.34576546029489e-10	15.2749809573973
TFDP2	0.515548992063491	6.40958979699248	7.25584374652902	2.89262108550659e-11	5.67134521577136e-10	15.2111818615978
GRN	-0.50189827301587	11.4593853157895	-7.25051600384833	2.97552008308698e-11	5.82477784751566e-10	15.1836149053886
HMGB1	0.659572144444448	10.0382269323308	7.24071731190993	3.13417068682607e-11	6.11626341808609e-10	15.1329369223796
MRPL15	0.858399214285718	7.53608963157895	7.23677823827223	3.20028163941387e-11	6.21627461476243e-10	15.1125726761081
RWDD1	0.890959012698416	7.04570481203007	7.21859776647702	3.52373854232769e-11	6.78157534189078e-10	15.0186450729915
STAT3	-0.538148244444443	11.2274776691729	-7.21696996695928	3.55423036077987e-11	6.82978293523213e-10	15.0102401855958
FIS1	0.667164512698415	10.8834419473684	7.20171240826581	3.85302772650125e-11	7.32542301699055e-10	14.9315001028998
SDF4	-0.576945350793649	8.78451920300752	-7.18449531559721	4.22011906803948e-11	7.95105916903294e-10	14.8427343912866
SLIRP	0.798111142857146	6.59127635338346	7.17890633123499	4.34656462903491e-11	8.16477439597756e-10	14.8139393285021
TXNDC9	1.06445885714286	6.67614607518797	7.15094558567953	5.0376511200592e-11	9.36480685251893e-10	14.670029912675
TRAK2	0.755443087301591	8.72483903759398	7.12705755607199	5.7133942333577e-11	1.05428927706136e-09	14.547278015482
CKLF	0.646106106349208	8.77386206766917	7.12490971714698	5.77837415100217e-11	1.06315306226943e-09	14.5362499513941
COX6C	0.701018217460318	8.5510584962406	7.11518925737507	6.0817107237483e-11	1.10759515474011e-09	14.4863587504798
PLEKHA1	0.533936698412699	9.00921533082707	7.11321041323533	6.1453648711394e-11	1.11756577395735e-09	14.4762058460293
COMMD8	1.26914184920635	5.95815433082707	7.09401769968243	6.79795485964161e-11	1.22207360428056e-09	14.3777985648421
XAF1	0.808661469841271	7.67775188721805	7.09368754741713	6.80976015110744e-11	1.22244449751211e-09	14.3761068043243
STX8	0.579373112698418	8.56159137593985	7.08939717975131	6.9650271466733e-11	1.23792012232941e-09	14.3541253759323
SRRM2	-0.579342938095243	8.76236147368421	-7.08255571448806	7.21988876349353e-11	1.27959271475024e-09	14.3190858662297
GNA13	-0.622509325396826	5.77820933834586	-7.07359884486979	7.56753764766612e-11	1.33554799441511e-09	14.2732349375775
THOC7	0.626184412698416	8.04754547368421	7.06581316644527	7.88313948762335e-11	1.38153120517734e-09	14.2334005958466
LEPROT	0.529886692063489	9.34476866917293	7.05633373071333	8.28500962591474e-11	1.44389306647192e-09	14.1849270322901
LTBP3	-0.680145936507935	7.83572153383459	-7.04309187270831	8.88049094651345e-11	1.53219819032542e-09	14.1172632975692
DPM3	0.510361893650796	7.93639730075188	7.02003991170326	1.00197177535378e-10	1.71057712069921e-09	13.999608931115
ETFA	0.584648092063494	8.98431317293233	7.01193600681881	1.04535983925592e-10	1.77259125175449e-09	13.9582892655928
ACTN4	-0.561101423809525	9.28809512781955	-6.98901237449115	1.17840376000653e-10	1.96892282031451e-09	13.8415258045423
POLR2K	0.986740085714284	5.51412445864662	6.98841644078966	1.18207681365275e-10	1.97243349171738e-09	13.8384927005442
SSR2	0.517577209523814	11.2536778195489	6.98494082604958	1.20372537663186e-10	1.9952900959018e-09	13.8208053436254
RPS24	1.26555856984127	10.3083889022556	6.97762806495749	1.25056192258617e-10	2.05932427882038e-09	13.7836039968359
CLIC1	0.795373014285722	11.8752233759399	6.97653060444921	1.25774460385263e-10	2.06573027344802e-09	13.7780225613626
CD7	-0.598899393650793	9.43664815789474	-6.96664828472153	1.3242865085263e-10	2.16651200899453e-09	13.7277815320013
CREG1	0.866219134920639	9.46982417293233	6.96436956404462	1.34011697206939e-10	2.18955569863629e-09	13.7162013311154
ALG5	0.568742866666664	8.43315639849624	6.95796314783032	1.38563163090779e-10	2.25218985811281e-09	13.6836540180347
HOPX	0.744167053968262	9.13041347368421	6.94594661006833	1.4751610775654e-10	2.38535067026942e-09	13.6226422708357
TPRKB	0.592746450793651	6.51095987969925	6.91795053859986	1.706519385352e-10	2.71399306050657e-09	13.4806874118254
C11orf57	0.607891460317461	6.76476955639098	6.91440579835309	1.73825897568075e-10	2.75748086306474e-09	13.4627327617119
TSPAN5	0.912231461904765	10.7877142030075	6.9006391154888	1.86715191458969e-10	2.93596769727713e-09	13.3930432258552
TLE3	-0.527837092063487	8.89571063909774	-6.89103554305655	1.96261225931902e-10	3.07451418600937e-09	13.3444666837655
RPL6	0.525250417460319	12.0625118421053	6.88757967764393	1.99813032748156e-10	3.12235857400232e-09	13.3269940880065
ACP1	0.567735565079365	8.7590672556391	6.87351475385297	2.14935192590378e-10	3.32553242493719e-09	13.2559254580786
MRPL19	0.566333423809526	5.86835612781955	6.86129664148066	2.28985401147733e-10	3.51690185263372e-09	13.1942442254731
UFL1	0.853618474603175	6.59980427819549	6.84060388119647	2.54878498689778e-10	3.84863465891617e-09	13.089898656323
OPTN	0.523816866666666	9.17527013533835	6.83954418020529	2.56279662566071e-10	3.86101351986759e-09	13.0845590238375
THRAP3	-0.516297336507932	6.63346806766917	-6.8395185116487	2.56313696369916e-10	3.86101351986759e-09	13.0844296897255
SNRPD2	1.19527504761905	9.43819622556391	6.83338561069354	2.64574516838494e-10	3.97114956613567e-09	13.0535349516991
CCDC59	0.516979931746035	7.01578352631579	6.83243523881725	2.65877948262131e-10	3.98118913459811e-09	13.048748595777
ISCA1	0.88734905555555	8.21447926315789	6.81938279927469	2.84434045115642e-10	4.2438506517373e-09	12.9830447561029
MRPS33	0.693915747619052	7.33336376691729	6.80852171061174	3.00844977076683e-10	4.4727520999505e-09	12.9284176020898
POMP	0.586266028571428	9.99874621052632	6.80595172382619	3.04862950320834e-10	4.52177340499506e-09	12.9154976456602
TRIAP1	0.630126966666667	7.50265539097744	6.80353894561877	3.08683335874754e-10	4.56763973886369e-09	12.903370144205
CCDC176	1.11622107142857	7.06007420300752	6.80111415501337	3.1257035296033e-10	4.61773988623996e-09	12.8911843426777
ANXA1	1.11222832857143	9.89117104511278	6.79832464539849	3.17101823149974e-10	4.67018037193177e-09	12.877168222856
KIF1B	-0.538128711111108	7.73255618796992	-6.78698288204622	3.36203638501559e-10	4.92806904017702e-09	12.8202090758452
RNF24	-0.617410442857141	10.1783921353383	-6.78184156397687	3.45232622288516e-10	5.03718481915849e-09	12.7944040942
AP1S2	0.619017606349209	8.79008210526316	6.76803477237211	3.70681085081273e-10	5.38969438655831e-09	12.725152628113
CCNB1IP1	0.521520669841269	7.74798243609023	6.73178994794859	4.46634014131462e-10	6.39038039831424e-09	12.5436833398473
GZMA	0.904684092063492	9.47700845864662	6.72268934696275	4.6800077858542e-10	6.65059317065668e-09	12.4981933509697
MCUR1	0.511707520634921	7.85303468421053	6.71876204128875	4.77530141039186e-10	6.76303409679426e-09	12.4785717327938
CLEC2B	0.989480879365081	7.01451418796993	6.69520840610371	5.38833031514726e-10	7.55449930664446e-09	12.3610109906505
FLI1	-0.716470538095235	8.91415962406015	-6.66683982376739	6.23042963947134e-10	8.62445896051178e-09	12.2196880137829
BLVRB	0.589475461904765	12.5961883383459	6.6580277573243	6.51751731506256e-10	8.96730342866283e-09	12.1758496414647
PTGDR	0.51309473015873	6.07831369924812	6.63793940656603	7.22165458008296e-10	9.83901429651259e-09	12.0760216257998
SERPINE2	-0.511285514285714	5.9311615037594	-6.60958180978601	8.34497655453306e-10	1.12112168957474e-08	11.9353564818478
CA1	0.741307063492065	7.33813883458647	6.60638533286888	8.48193178435551e-10	1.1383024602149e-08	11.9195195915362
ITM2A	0.752035130158736	9.24282980451128	6.60428842446136	8.57297668260876e-10	1.14929178860443e-08	11.9091325846639
MYL12B	0.517422325396828	10.3921132857143	6.60267016854791	8.64389733787121e-10	1.1548920215727e-08	11.9011177091568
COPS2	0.936772585714287	6.06417363157895	6.6011637809161	8.71043508350015e-10	1.16151476543847e-08	11.8936577807055
ZBTB38	0.61953551904762	8.36414256390978	6.58974713844562	9.23140101827626e-10	1.21932231555085e-08	11.8371481725154
PDIA3	-0.522913817460315	9.83594851879699	-6.58220057424365	9.59251026511037e-10	1.26435734040551e-08	11.7998215867611
SNAPC1	0.550718677777777	5.26747144360902	6.57242263959311	1.00811707378202e-09	1.31769302518925e-08	11.7514904059062
CD3E	-0.518678163492064	10.6686092706767	-6.5716625847435	1.01201671221537e-09	1.32141370498215e-08	11.7477350666504
USP1	0.84388633015873	8.2326942556391	6.5712922978526	1.01392193910813e-09	1.3225252070612e-08	11.7459056034714
ARL6IP5	0.552729046031757	10.7401528496241	6.56985911459981	1.02132944426041e-09	1.33080393214741e-08	11.7388252182809
C3orf14	0.609932917460321	5.57485672180451	6.5246322111522	1.28457674587683e-09	1.63976286950789e-08	11.5157933701638
GYPB	0.88069545079365	7.70240684210526	6.52156913629664	1.30464824809946e-09	1.6620026616398e-08	11.5007165576262
CDC37	-0.598154163492065	9.27735179699248	-6.51931479512476	1.31961748101088e-09	1.67936715534732e-08	11.4896227422481
TRAT1	1.05192394920635	6.42234297744361	6.5086171484745	1.39299116835788e-09	1.76024704738718e-08	11.4370054678061
CXCR2	-0.500573373015872	11.8791319172932	-6.49061311493158	1.5256589231468e-09	1.90487245449215e-08	11.348551393785
ZBTB18	-0.510110363492063	7.6103444962406	-6.48873327946864	1.54020897078278e-09	1.91365542967337e-08	11.3393230108285
CLIC2	0.833154341269839	5.40337344360902	6.48192689394752	1.59404371615743e-09	1.97258979786425e-08	11.3059210224
GNG11	0.731971225396824	9.01069804511278	6.48061324326138	1.60464539204162e-09	1.98375274673283e-08	11.2994764327091
RPL7	1.20075219047619	11.156117075188	6.47939815243391	1.61451348538139e-09	1.99398771796907e-08	11.2935159649338
NUP153	-0.518641861904765	8.8878435037594	-6.47566588212333	1.64519970308429e-09	2.02789448667011e-08	11.2752114179134
ZYX	-0.596278219047621	11.4796075488722	-6.46041014309007	1.77671786697176e-09	2.17717341745719e-08	11.2004479575101
TEFM	0.510518446031749	6.59104845864662	6.45870085293149	1.79208375292141e-09	2.19172192316353e-08	11.1920769736864
BRD1	-0.502193322222224	8.39698923308271	-6.45691653796516	1.80826374798141e-09	2.2093567195395e-08	11.1833397942819
TNFSF10	0.624087092063496	9.5648382556391	6.4520690026972	1.85295084966155e-09	2.25955561336765e-08	11.1596094059219
HK2	-0.634409687301586	8.01157689473684	-6.44817009344267	1.88968090211335e-09	2.2998754568107e-08	11.1405295988484
FPR2	-0.862605604761898	10.0032696691729	-6.44643397950231	1.90626603855018e-09	2.31781262129144e-08	11.1320356358829
NDUFB2	0.709535295238092	8.48539081954887	6.44174666090147	1.95176364753554e-09	2.36854257729942e-08	11.1091088092243
RPS17	1.05989283333333	10.9336598571429	6.38723851976348	2.56615821819143e-09	3.03488721223997e-08	10.843137381629
ATP5C1	0.836829952380949	8.92032143609022	6.38524677502504	2.59189334213017e-09	3.05955575325017e-08	10.8334412003984
SAR1B	0.800908622222225	5.9627774887218	6.3758491568764	2.7167882690452e-09	3.19197183520404e-08	10.7877133958208
CGRRF1	0.661523492063492	6.04171548120301	6.35104195341879	3.07565245371007e-09	3.57676431780852e-08	10.6671755276679
IGHM	-0.590845755555554	8.9436502481203	-6.34021511252163	3.24654002348862e-09	3.7650262675356e-08	10.6146462912847
AZI2	0.50798985714286	6.5270145112782	6.33135223367968	3.39335781253557e-09	3.92441049140058e-08	10.5716812681433
UQCRQ	1.20896381269842	7.29087204511278	6.3156221404899	3.67019663524998e-09	4.21736514460776e-08	10.4955047583001
SOD1	0.540182190476191	10.6128059398496	6.29320228487771	4.10356354396304e-09	4.68530621925826e-08	10.3871071429079
PPBP	0.886099969841275	11.1782974210526	6.2876040576899	4.21940422700086e-09	4.80881782383349e-08	10.360072641838
PJA2	0.6747392936508	9.64126615037594	6.27933825315652	4.39634922921268e-09	4.98403902363622e-08	10.3201797975608
NBEAL2	-0.506930447619046	9.76908097744361	-6.2771538039494	4.44431847506822e-09	5.02861210326024e-08	10.3096418271392
AGPAT5	0.587256922222223	7.31902293984962	6.26710832005168	4.67162422107584e-09	5.24714127889491e-08	10.2612070503067
CD3D	0.705247822222226	10.4654146992481	6.25257595032638	5.020830886934e-09	5.60012319726648e-08	10.191212862504
KIAA0247	-0.573619415873011	10.5780799172932	-6.25132823841285	5.0519830772079e-09	5.62270839646459e-08	10.1852074483726
GLRX5	0.805207533333334	12.0131453909774	6.24726249708606	5.1548194217293e-09	5.71906932836951e-08	10.1656429742468
AKR1C3	0.987601292063492	5.85548623308271	6.2352016144302	5.47214744799873e-09	6.03297023701362e-08	10.1076463441745
COPS5	0.55176015873016	8.22833463909774	6.21950017496969	5.91419177539075e-09	6.41966076103833e-08	10.032235049558
FOS	-0.742595450793649	9.34691279699248	-6.21790354324236	5.96106236911993e-09	6.46494473705418e-08	10.0245725184024
VRK1	0.642483195238094	6.72788309774436	6.21443143205913	6.06425407297257e-09	6.56550993163587e-08	10.0079129266023
PYROXD1	0.758415628571431	7.49197154887218	6.19015856563056	6.83637447106589e-09	7.3068847413062e-08	9.8915913481417
RPL11	0.51326628730159	11.5534219924812	6.18536169178221	7.00002412002424e-09	7.47543001345227e-08	9.86863312713932
COMMD3	0.532643604761914	8.35125540601504	6.18471057464478	7.02253240558622e-09	7.49308984908979e-08	9.86551758324868
C9orf78	0.651269973015872	8.46076622556391	6.17593026668933	7.3330967620462e-09	7.79133769434003e-08	9.82352214702014
VTI1B	0.518235146031749	9.93087802255639	6.1693082134751	7.5762178311147e-09	8.00896220259707e-08	9.79187121298419
MRPL22	0.601870296825395	6.66605515789474	6.16667066759424	7.67524388386284e-09	8.09318993737067e-08	9.77926995087924
SEP15	0.568707838095241	9.57373867669173	6.16513036058035	7.73366176388767e-09	8.14794188188601e-08	9.77191228493806
UBE2W	0.761816626984125	6.41838470676692	6.15173306580987	8.26055415878635e-09	8.63059397039559e-08	9.70795959928373
NDUFA5	0.625119442857144	5.14815080451128	6.14311428594504	8.61800517731059e-09	8.97416837882932e-08	9.66685815075815
ATG2B	-0.591522533333331	5.85990268421053	-6.14116917177357	8.70075499493819e-09	9.05282534630882e-08	9.6575866648628
BPGM	1.25188837460318	9.05064087218045	6.13882333274622	8.80159203750247e-09	9.13501876646658e-08	9.64640727240526
ITGA6	-0.549712271428579	6.81875746616541	-6.13750900619582	8.85859018518353e-09	9.18657765650272e-08	9.64014472015455
ZBTB44	0.518387966666671	8.47453853383459	6.13252654461803	9.07797708886394e-09	9.39855251741458e-08	9.61641087002923
MYL6B	0.502585257142861	6.73992927067669	6.12620172897845	9.36417559984879e-09	9.66296672918607e-08	9.58629819266163
PSMA2	0.857229836507933	7.49858166165414	6.12168042686253	9.57418199359653e-09	9.8472816111188e-08	9.5647827167958
KTN1	0.672976782539686	7.54373476691729	6.12133444671621	9.59044147717172e-09	9.85503251857646e-08	9.56313666913325
ICT1	0.522793049206352	7.12131745864662	6.11832110963621	9.73320681396353e-09	9.98628610806332e-08	9.54880250120392
PSMD14	0.509827579365082	7.88181993984962	6.11046149429787	1.01154799106122e-08	1.03194343023059e-07	9.51143356998602
ACAT1	0.62184743968254	7.29832558646617	6.0881136658522	1.128487585999e-08	1.14011773181284e-07	9.40532659548751
COMMD10	0.571774333333334	7.3291222406015	6.08046172447513	1.17150360380568e-08	1.18072507795612e-07	9.36904547546165
IGK	-0.545426280952383	7.12797634586466	-6.07188081009463	1.22165969512089e-08	1.22733273453778e-07	9.32839021836605
TBPL1	0.5473397952381	8.44811648120301	6.06673796393642	1.25272485606141e-08	1.25552647714525e-07	9.30403957642752
NR1D2	0.868573892063493	7.76736009022556	6.06424245175709	1.26807725331031e-08	1.26989891257285e-07	9.29222787364004
SNX4	0.620942230158727	5.65179268421053	6.0395384165486	1.43038262860168e-08	1.4154922100705e-07	9.17544745145013
CD69	0.851278757142859	4.84059916541353	6.02323482675532	1.54849897281138e-08	1.51919977410768e-07	9.09852545548729
USP12	0.5083251015873	6.70560408270677	6.00374588424652	1.70230640307195e-08	1.65617106437288e-07	9.00672991299355
SNX3	0.553863247619047	10.5947417819549	6.00370668012885	1.70263043755261e-08	1.65617106437288e-07	9.00654542728684
BCL6	-0.698758869841267	10.621328443609	-6.00161973493604	1.71996740323701e-08	1.67044512196734e-07	8.99672572823935
CAPZA1	0.750461387301581	10.6784633759398	5.95948301393532	2.10951196473536e-08	2.0129396299239e-07	8.79887849749333
DNAJB14	0.931393163492064	8.07427286466165	5.95710673971311	2.1338905322917e-08	2.03156740509835e-07	8.78774488603599
PMAIP1	0.706208634920637	5.92254897744361	5.95672602120404	2.13782199883496e-08	2.0337672813784e-07	8.7859613347014
C12orf29	0.869282044444445	5.88919256390977	5.93817802119407	2.33821425311622e-08	2.20009214506413e-07	8.69914921742065
S100A12	1.04636392222223	10.8760363458647	5.93155067424537	2.41419545792765e-08	2.26576848212985e-07	8.66816850716458
NUP37	0.577262628571433	7.50360229323308	5.91900507445365	2.56472018969942e-08	2.39094420062023e-07	8.6095767605644
SUZ12	0.744922561904758	9.30971917293233	5.90498145247108	2.74389117963488e-08	2.54098498317775e-07	8.54416747561121
SS18L2	0.52494033809524	8.40034186466165	5.89951367411391	2.8170285402744e-08	2.60295096637431e-07	8.51868900374168
RMDN1	0.512680625396825	6.62591279699248	5.89208884894566	2.91941304050514e-08	2.68765919532344e-07	8.48411320790587
TNFAIP6	1.01319471111111	8.00388769172932	5.88475276443319	3.02415610045832e-08	2.77594080091814e-07	8.44997561424078
CMC2	0.518205920634921	7.25875946616541	5.88403524397565	3.03459646159715e-08	2.78145481374149e-07	8.44663805200698
ATP5J	0.640043063492056	8.47956256390978	5.87664880388892	3.14415017236871e-08	2.87347387930682e-07	8.41229369595169
TANK	0.505532177777781	7.94628007518797	5.85997197423437	3.40596070812014e-08	3.0768837578582e-07	8.33484522450301
FECH	1.03499388888889	9.32298859398496	5.83946148512827	3.75740297461766e-08	3.35333517251084e-07	8.23977027895856
MKRN1	0.551834457142855	11.8881079022556	5.83282653346747	3.87852555586389e-08	3.44428440728805e-07	8.20905645744046
MXI1	0.638860142857137	12.1845126090226	5.82311031265581	4.06283381223927e-08	3.59523544964587e-07	8.16411634634573
UQCRB	0.742786501587304	6.19965053383459	5.81587895588714	4.20555341005893e-08	3.71890656726001e-07	8.1306981472863
HIRA	-0.587365938095237	7.36250284210526	-5.80843331216668	4.35763588953888e-08	3.83716597487255e-07	8.09631535941881
ADPRM	0.560718438095239	6.49919444360902	5.7808496008537	4.96948752883343e-08	4.33474187063824e-07	7.96916621799947
SGK1	-0.534026415873015	10.3049423383459	-5.76546293245974	5.34658182287224e-08	4.61409275883087e-07	7.89839694281359
GNG10	0.755358469841271	9.39247510526316	5.74124836245325	5.9975081013991e-08	5.11950555485414e-07	7.78725330144395
MTHFD2	0.839082861904761	7.27353808270677	5.72987377857326	6.3294844716211e-08	5.37000481067624e-07	7.73514146254075
SEC62	0.586156485714286	8.97945598496241	5.72379189865613	6.51430678603775e-08	5.51562223692319e-07	7.70730327623624
IL7	0.51588198095238	4.63598930827068	5.69595221605031	7.43005365266997e-08	6.17841704663372e-07	7.58010232513042
NUCB1	-0.635780350793647	9.03527041353384	-5.69036494751587	7.62847423891507e-08	6.32246332562129e-07	7.55461900593098
PLEK2	0.75937785714286	9.06893584210526	5.68882702108239	7.68399522125508e-08	6.36427538193457e-07	7.54760724185422
RNASE6	0.52668081111112	10.353163887218	5.66773333313938	8.48662946238978e-08	6.97381967872082e-07	7.45155236916545
MANSC1	-0.513332753968259	8.56046997744361	-5.66738620065488	8.50050186904129e-08	6.98064773905302e-07	7.44997343742993
MRPL3	0.916164804761905	8.03062081203008	5.66373188176148	8.64789252961373e-08	7.08776978847767e-07	7.4333553441498
RGCC	0.554200133333335	10.1767178045113	5.65654507522442	8.94509477011583e-08	7.32656978951785e-07	7.40069223996667
RNASE2	0.894504249206346	9.3958935037594	5.64514787995112	9.43702960833018e-08	7.69933989111359e-07	7.34894535466952
GPR183	0.728771549206352	7.93427219548872	5.64011954896951	9.66239479390595e-08	7.86786047202672e-07	7.32613540995353
NAT1	0.693764304761906	6.21420234586466	5.63923492307607	9.70258414040747e-08	7.89546211373755e-07	7.32212378025985
ALPL	-0.700942252380955	9.12333454887218	-5.63602783613893	9.84966137070334e-08	7.99958258120295e-07	7.30758340859331
CLC	1.05707761428572	10.6391033533835	5.61624820651968	1.08061890591196e-07	8.71439976309981e-07	7.21801810576848
GTF2H5	0.82008630793651	7.09370143609023	5.60925239375716	1.11657993802523e-07	8.96981117947542e-07	7.18638624633052
MYL4	0.662144493650802	10.0111608796992	5.60283671535595	1.15058655255172e-07	9.23117650985869e-07	7.15739881150196
ANAPC10	0.51920375079365	4.72791476691729	5.59979251603996	1.16707494733249e-07	9.34553697455528e-07	7.14365160106314
DPM2	0.544809957142862	10.2024116541353	5.55625307007432	1.42978651264472e-07	1.13263643691073e-06	6.94753862614251
NAA15	0.731602926984128	7.55967104511278	5.5517826055946	1.4598298128368e-07	1.15424981042698e-06	6.92745621474049
ZNF217	-0.572324750793651	9.13658738345865	-5.53042962980146	1.61206021828803e-07	1.26346855834343e-06	6.8316722761493
BCL2A1	1.16014510317461	6.80309893984962	5.51948904222874	1.69596455580128e-07	1.32344298794742e-06	6.78268483510656
TMCO1	0.669049723809531	6.95250962406015	5.5049911308373	1.81375463887602e-07	1.40835354013714e-06	6.71786264578584
RPF1	0.535496758730158	8.83141466917293	5.49954312332813	1.8600538381169e-07	1.43718938181594e-06	6.69353145547352
MCTS1	0.797361412698416	7.58384134586466	5.49013570387713	1.94273546595936e-07	1.49463179809062e-06	6.65155284639102
KRR1	0.55884365079365	6.60809487218045	5.4761082854508	2.07273222362941e-07	1.58203430304755e-06	6.58904240567911
EMG1	0.585922831746034	7.90525669172932	5.47344273541543	2.09837834817639e-07	1.59772157238576e-06	6.577175289255
ZCCHC10	0.843663933333334	5.20111131578947	5.46280008563291	2.20390075415995e-07	1.66493357394335e-06	6.5298301817867
SRRD	0.662501384126983	9.49220881203007	5.44777124908123	2.36178955718508e-07	1.76824196679943e-06	6.46307175632341
