id	logFC	AveExpr	t	P.Value	adj.P.Val	B
NAPG	0.296061750793652	5.63100432330827	4.76549851220592	4.83262027080162e-06	2.70713031955441e-05	3.56172674551187
NDUFB5	0.350003741269846	9.14233879699248	4.76450600423468	4.85299611568513e-06	2.71733133688608e-05	3.55770043747076
SON	-0.241924631746027	9.74364342105263	-4.76308916093971	4.88222763558164e-06	2.73247958837103e-05	3.55195375531291
PPM1G	-0.204099169841268	8.83477322556391	-4.76290471033774	4.88604563825447e-06	2.73339726566282e-05	3.55120571703902
KLHL20	0.149623061904765	5.99949407518797	4.76234560282948	4.89763645916439e-06	2.73866052983934e-05	3.54893838516405
ZMIZ2	-0.269925203174602	7.87216870676692	-4.76212532561101	4.90221031954901e-06	2.73999710867265e-05	3.54804515327093
SNRNP25	0.297278258730156	8.20002179699248	4.76070442459007	4.93181361650474e-06	2.75481641655994e-05	3.54228405172397
ZNF516	-0.47690526190476	7.9030249924812	-4.76064215854132	4.933114829463e-06	2.75481641655994e-05	3.54203161928524
WDR45B	-0.234052119047616	9.1958690075188	-4.76035077307632	4.9392085150162e-06	2.75699236861313e-05	3.54085034614624
PIAS1	0.301132652380948	9.26236363157895	4.75963893286735	4.95412575579239e-06	2.76408937232916e-05	3.53796476969621
SERPINA1	-0.177205415873013	10.2601002932331	-4.75660858498491	5.0181189932605e-06	2.79854920566368e-05	3.52568410887262
MPG	0.20713855238095	8.25995076691729	4.75605197690593	5.02995983093208e-06	2.80390652858888e-05	3.52342902406363
CLOCK	0.218075717460319	6.65253909022556	4.7557049759749	5.03735533824562e-06	2.8067821840278e-05	3.5220232523183
ADAMTS5	0.5376601968254	5.12287065413534	4.75265922611639	5.10272169156909e-06	2.84194193456764e-05	3.50968741296133
TTC37	0.46945622222222	7.48287271428571	4.75031308707858	5.15363257163362e-06	2.86902313703898e-05	3.50018894077294
AGGF1	0.284580103174604	6.24102896992481	4.74770742961826	5.21075138496926e-06	2.89936167850896e-05	3.48964368888769
HDAC4	-0.303700919047621	8.48701345864662	-4.74754915487401	5.21424061258669e-06	2.89936167850896e-05	3.48900327361301
AXIN1	-0.180140268253965	8.78313930075188	-4.74751192853254	5.21506161013286e-06	2.89936167850896e-05	3.48885264964643
PSMD4	0.176244231746033	8.99576266165414	4.7468212237922	5.23031728031346e-06	2.90655541334691e-05	3.48605809529984
ALDOC	-0.246023422222219	8.59369278195489	-4.74665536971661	5.23398694517326e-06	2.90730713537114e-05	3.48538710151515
ABHD10	0.434483473015872	7.87001692481203	4.74469944967553	5.27745184017966e-06	2.93015334914046e-05	3.47747531379673
LASP1	-0.197854579365071	11.820334518797	-4.74091134542399	5.36262783905326e-06	2.97612800196552e-05	3.46215883222436
NOL6	-0.182762565079361	7.30006411278196	-4.74045477530713	5.37298330126376e-06	2.98055678444994e-05	3.46031336350495
KLHDC2	0.385498903174604	9.29620212781955	4.74012540134386	5.38046584587428e-06	2.98338866257316e-05	3.4589821033694
MEOX2	0.0729292031746041	3.66050404511278	4.73932934648679	5.39859187733037e-06	2.9921170881953e-05	3.45576488844729
COBLL1	-0.103752211111111	4.94928382706767	-4.73865304618449	5.41403754842125e-06	2.99935289878984e-05	3.4530319566884
LCMT1	0.212162865079367	9.11566544360902	4.73854072370813	5.41660696200021e-06	2.9994520811641e-05	3.45257808799271
PRDX1	0.494261709523812	9.99369607518797	4.73013229041663	5.61234107995275e-06	3.10646916061963e-05	3.4186232805649
NSUN3	0.489128055555558	7.55737854887218	4.72840581331803	5.65336929188605e-06	3.12685121133246e-05	3.41165674870024
PRMT2	0.205664288888891	7.41868647368421	4.72837314618904	5.65414838899693e-06	3.12685121133246e-05	3.41152495053585
GPRASP1	-0.480747646031745	7.34422338345865	-4.72574859735518	5.71708348219801e-06	3.16026271077624e-05	3.400938111988
SEC23B	-0.237659566666668	7.80125682706767	-4.72278433358636	5.78898010652416e-06	3.19859631777478e-05	3.3889859666224
MED25	-0.183129412698413	6.77830508270677	-4.72263388996774	5.79265227223764e-06	3.19921658063547e-05	3.38837950831947
RPS25	0.580452688888899	11.5734339548872	4.72234818796523	5.79963215520993e-06	3.20166230900019e-05	3.38722784325374
S1PR4	-0.272485499999995	10.3801011503759	-4.71905318827165	5.88072166460977e-06	3.24499979980314e-05	3.37394927918535
CCDC64	-0.181079211111108	6.95105783458647	-4.71763648262833	5.91592291196788e-06	3.26298904173068e-05	3.36824210572852
THYN1	0.245023285714293	8.93964462406015	4.71660779183008	5.94161074994273e-06	3.27449402151484e-05	3.36409880769054
METTL3	-0.232666526984126	8.14235234586466	-4.71649941236867	5.94432341220372e-06	3.27449402151484e-05	3.36366232096809
SEPT9	-0.195107525396825	10.0847100827068	-4.71648794110299	5.94461060010424e-06	3.27449402151484e-05	3.36361612208684
RNF2	0.237474076190478	5.05113245112782	4.71518608266087	5.97729054173616e-06	3.2910505360994e-05	3.35837359329894
POM121C	-0.32058606031746	8.6816802406015	-4.71464647638529	5.99088692771907e-06	3.29708987583416e-05	3.35620092382994
C1GALT1C1	0.45549088888889	7.16144758646617	4.71403276202618	6.00638698075442e-06	3.30417114574776e-05	3.35373008100106
LPCAT1	-0.212176858730158	9.85500255639098	-4.71066062452359	6.09224899677376e-06	3.3490122244359e-05	3.34015778595109
CC2D1A	-0.185014626984127	6.04331672180451	-4.71062205518818	6.09323789319984e-06	3.3490122244359e-05	3.3400025907929
CCDC51	0.179939214285718	7.05350170676692	4.70957893324143	6.12004194437265e-06	3.36227173020963e-05	3.33580562377483
MAP3K11	-0.273034585714283	9.78764558646617	-4.70855083228113	6.14657163514187e-06	3.37519611378432e-05	3.33166974148071
ZMYM2	0.453636547619052	6.59134960150376	4.70845900135866	6.14894669757009e-06	3.37519611378432e-05	3.33130035198818
IDUA	-0.167223536507935	6.04499154887218	-4.70727737376789	6.17958697374202e-06	3.39053158489352e-05	3.32654771830748
ZNF839	-0.136440663492058	7.23433504511278	-4.70536906205516	6.22938276767764e-06	3.41635904583999e-05	3.3188740787575
URB1	-0.109054146031744	5.53500354135338	-4.70494888431195	6.24039899024154e-06	3.42090548403455e-05	3.31718477208575
SUMO1	0.25469687142857	7.53032012781955	4.70305886597078	6.29018501411027e-06	3.44669177105046e-05	3.30958736474905
LOC399491	-0.293327420634917	10.4195576390977	-4.7022686592861	6.31111401466457e-06	3.45665031235316e-05	3.30641157447734
ENDOD1	0.359316731746032	7.03579789473684	4.70196508254201	6.31917228889925e-06	3.45955383425427e-05	3.30519162014089
ROBO1	-0.15201151904762	4.31063069924812	-4.70181194085953	6.32324112538646e-06	3.4602716808264e-05	3.30457622588231
TRIM25	-0.292746974603176	7.74991410526316	-4.70161657310652	6.32843554997895e-06	3.46160458941307e-05	3.30379116846329
CHMP5	0.62018671904762	6.79594372932331	4.70084054769339	6.34910925789891e-06	3.4713996935998e-05	3.3006730510312
CD58	0.377867604761903	7.01126606766917	4.70055491768574	6.35673502338844e-06	3.47405536034312e-05	3.29952546472528
GNE	-0.274319879365078	6.83013190977444	-4.69799175348563	6.4255642237249e-06	3.51014278969526e-05	3.28922957208614
NUDT15	0.272769014285715	5.01372378195489	4.69777011350193	6.43154972222224e-06	3.511883634223e-05	3.28833946182349
XYLT1	-0.34244853809524	7.68637116541353	-4.69764009934039	6.43506332927954e-06	3.51227379973031e-05	3.28781733650568
PRUNE	-0.205104696825395	7.68517812781955	-4.69643357332777	6.46775815404049e-06	3.52858388334348e-05	3.28297252745148
VPS13A	0.259213976190477	5.67168778947368	4.69471024136147	6.51473638127892e-06	3.55266893143364e-05	3.27605402384185
CSTA	1.10580377936508	8.85865205263158	4.69360494475476	6.5450404592838e-06	3.56764412176773e-05	3.27161764512137
KIAA0355	-0.291833984126983	7.90654829323308	-4.69129193435929	6.60889848527844e-06	3.60088832797542e-05	3.26233622649126
TRMT1	-0.18143166190476	7.19153455639098	-4.69048130966251	6.63142065980326e-06	3.61159142531299e-05	3.25908420585208
TCEA1	0.427182750793648	10.1725343759398	4.68873274498323	6.68025537728645e-06	3.63660930473711e-05	3.25207077577814
MFNG	-0.170783590476185	8.31995423308271	-4.68773732735185	6.70821104760419e-06	3.6502442422089e-05	3.24807902654737
LRIG2	-0.216260801587304	6.10171082706767	-4.68678635165252	6.73502426753729e-06	3.66324596918326e-05	3.2442660610889
RB1CC1	0.688899111111112	6.92986565413534	4.68487397609386	6.78925881223421e-06	3.69114469566356e-05	3.23660000924893
RHAG	0.22783975714286	5.24767694736842	4.68421031412303	6.80817866343445e-06	3.69982788517867e-05	3.23394014116968
CARHSP1	0.361685188888893	9.4294197368421	4.68346869044884	6.82938140120475e-06	3.70974362867174e-05	3.23096813200936
RIC3	-0.162178025396825	5.55454311278196	-4.67945238829397	6.94532003852266e-06	3.77108939175172e-05	3.21487891002966
PDGFD	0.517127346031748	6.42712682706767	4.67884468559722	6.96302757285437e-06	3.77906877094189e-05	3.21244532644121
SEC22A	0.255676071428574	5.86812621052632	4.67734790955796	7.00682776101736e-06	3.80119648704046e-05	3.20645235800466
CITED2	-0.256322303174608	8.42861198496241	-4.67180412017797	7.17138867428558e-06	3.8887893295132e-05	3.18426744590393
MOSPD1	0.5195122968254	6.33412455639098	4.67151325826058	7.18012497411268e-06	3.89184484557952e-05	3.18310400697495
GATA2	-0.323262223809528	6.97658693984962	-4.66925664966716	7.24825478476261e-06	3.92648499325942e-05	3.17407940461753
TTF2	-0.258444892063491	4.95344015037594	-4.66918950657276	7.25029146428281e-06	3.92648499325942e-05	3.17381093464057
SNUPN	0.163477755555562	8.47929208270677	4.66712447623039	7.31320182643259e-06	3.95884626911459e-05	3.16555531456058
P2RY14	0.69058462222222	6.73309665413534	4.66670846203068	7.32593926303971e-06	3.96403130110488e-05	3.16389248154167
MRPS18B	0.206337988888894	8.41401833834587	4.66529741702315	7.3693023158478e-06	3.98577609738182e-05	3.15825324426647
FBL	0.289862928571431	10.8860585789474	4.66494418244879	7.38019640416056e-06	3.98994849114204e-05	3.15684173477687
SLC4A7	0.210664015873013	5.20485821052632	4.66480627148455	7.38445393393732e-06	3.9905309200278e-05	3.15629066957164
RC3H1	-0.250506290476189	6.59223863157895	-4.66456008421748	7.39206002881604e-06	3.99292162038673e-05	3.15530698252077
YIPF5	0.308499949206347	8.13673133082707	4.66269746478238	7.44985267983241e-06	4.02240754847406e-05	3.14786574699685
ECI2	0.201776117460316	8.41265063909774	4.66188895880455	7.47507444770888e-06	4.03428964171402e-05	3.14463639868341
LMF2	-0.214108004761901	9.32891548120301	-4.66017349482429	7.52886296031142e-06	4.06157233129784e-05	3.13778579461736
LSM5	0.3927962968254	5.2161574962406	4.65919627273472	7.55967093999583e-06	4.07643966287356e-05	3.13388412520742
PLIN3	-0.264200704761901	10.2469159022556	-4.65740742723031	7.61638227425536e-06	4.1052562189586e-05	3.12674348002751
TAF15	-0.265141719047614	8.51382163157895	-4.65626606889043	7.65278118403854e-06	4.1231042635172e-05	3.12218847855908
ANXA2P3	0.162872634920634	5.76502751879699	4.65601217377153	7.66090095593695e-06	4.12570751910287e-05	3.1211753276933
ANPEP	-0.506441234920633	10.2748154736842	-4.6540873678935	7.72272930362153e-06	4.15722039046945e-05	3.11349581437088
EPB42	0.655693650793649	12.0030919849624	4.65338249514373	7.74549157927508e-06	4.16768560620685e-05	3.11068411210344
NUP205	-0.178044592063492	6.87671295488722	-4.65292813926232	7.76019834091717e-06	4.17380920625069e-05	3.10887187135795
TRPC1	0.173333852380955	4.13364110526316	4.65119154813923	7.81665813808504e-06	4.20237473507674e-05	3.10194648801503
CXCL8	0.449893557142855	5.22507822556391	4.6500205817915	7.85495235785253e-06	4.22115384095647e-05	3.09727781906216
ACTR1A	-0.203481433333335	9.16012141353383	-4.64735002223824	7.94296755997875e-06	4.26662486911872e-05	3.0866334008019
RAB7A	-0.109113368253966	7.00032459398496	-4.6462296490026	7.98017554624112e-06	4.28477718246613e-05	3.08216908399795
MRPL17	0.34768593650794	7.38904751879699	4.64569742746778	7.99790978138885e-06	4.29100984517395e-05	3.0800486284882
AATF	-0.214730011111113	9.56263445864662	-4.64567604964486	7.9986229103139e-06	4.29100984517395e-05	3.07996345948161
ASRGL1	0.257221025396827	8.31542394736842	4.64556807973512	8.00222554768734e-06	4.29110795608465e-05	3.07953331288108
IMPDH1	-0.214396915873012	10.1360348195489	-4.64543634226604	8.00662336279846e-06	4.29163220659526e-05	3.07900848728096
LIPE	-0.150963731746033	6.03400786466165	-4.64532321065212	8.01040191986647e-06	4.29182422248012e-05	3.07855779362693
SETD6	0.342092985714283	6.96741265413534	4.64483802564304	8.02662648911006e-06	4.29817515438358e-05	3.0766250034461
RCN2	0.520664947619047	6.37523727819549	4.64476395262467	8.0291062813796e-06	4.29817515438358e-05	3.07632993785526
KCTD9	0.470557076190478	6.27069442857143	4.64401664562982	8.05416583819161e-06	4.3097515111995e-05	3.07335327299912
AK1	0.310726811111111	8.49163160150376	4.64294247241133	8.09031872116124e-06	4.32725146262282e-05	3.06907524205679
MRPL24	0.212760655555558	8.49615445112782	4.64218145311313	8.1160268224737e-06	4.3391523037239e-05	3.06604481734731
GPALPP1	0.267991077777776	4.62681101503759	4.64197837536091	8.12290035618783e-06	4.34097758387755e-05	3.06523620993747
TRAPPC8	0.359583895238098	9.96511144360902	4.64152986592873	8.13810091020036e-06	4.34724947727519e-05	3.06345044205259
ZSCAN16	0.313137268253969	6.13814440601504	4.64040410457124	8.17637559998717e-06	4.36583663951655e-05	3.05896870118463
PPARD	-0.153851742857141	6.68779168421053	-4.64015972493042	8.18470720196172e-06	4.36842645556e-05	3.05799591080069
VAV1	-0.208876558730163	9.92279069924812	-4.63976216590392	8.19827866322094e-06	4.37380955212995e-05	3.05641344535798
NSA2	0.569752620634928	9.61173887969925	4.63893091625585	8.22672532566588e-06	4.38712067090759e-05	3.05310500981112
THBD	-0.487398093650793	7.53787448120301	-4.63878549790437	8.23171156341108e-06	4.38791489794742e-05	3.05252627780652
USE1	0.224117004761904	7.90111141353383	4.63739816622272	8.27942875605727e-06	4.41147651936334e-05	3.04700566982633
TRIM36	0.152136680952381	4.00784669924812	4.6368873146265	8.29706672071224e-06	4.41899801407034e-05	3.04497313805587
HDAC7	-0.237142655555559	8.2767404887218	-4.63615183486349	8.3225241218964e-06	4.43067597291286e-05	3.04204715861715
LIMK1	-0.163626617460317	6.41839461654135	-4.63601570069182	8.32724445068612e-06	4.43130887901651e-05	3.04150560895878
EDC4	-0.198608296825396	8.64938571428571	-4.63517406483967	8.35648490769784e-06	4.44498400261944e-05	3.03815778692932
SELENBP1	0.653927658730167	11.8323994360902	4.63399477347536	8.39762331373707e-06	4.46401523509641e-05	3.0334675904757
EZH1	0.156564766666667	8.15031727067669	4.63394458673276	8.39937836313566e-06	4.46401523509641e-05	3.03326801029572
GIN1	0.391999193650794	5.501709	4.63364403505322	8.40989618947602e-06	4.46722827806122e-05	3.03207282369456
TRIM2	0.107796920634921	4.94172815789474	4.63356842512239	8.41254416724472e-06	4.46722827806122e-05	3.03177215882079
SUPT4H1	0.308724815873026	9.66135915789474	4.63267330843822	8.44395384805206e-06	4.48201069735014e-05	3.02821297256853
CDK9	-0.245128582539682	8.05326678195489	-4.63229372329419	8.4573076994951e-06	4.48720071937693e-05	3.0267038058974
LOC100129973	0.13482934920635	4.11127389473684	4.63176568687855	8.47591803167512e-06	4.4951741107971e-05	3.02460457019717
POLR3K	0.262848507936505	7.66902938345865	4.63161233681808	8.48133017561361e-06	4.49614410830586e-05	3.0239949515359
C10orf2	-0.174180309523807	6.83955110526316	-4.63038717212524	8.52468968354741e-06	4.51722154346085e-05	3.01912502761657
NSUN5P1	-0.271974958730157	9.14756572932331	-4.63027116549363	8.52880633026102e-06	4.51749522296814e-05	3.01866395941013
HNRNPD	-0.233628017460314	9.07996534586466	-4.6301600552524	8.53275102330561e-06	4.51767763039826e-05	3.01822235971014
KLHDC3	-0.263748742857139	8.79495415789474	-4.62885368736992	8.57926279795292e-06	4.54038758282215e-05	3.01303086717958
ADAP2	0.218532088888891	8.17550457142857	4.62834116761391	8.59757732745498e-06	4.54687102208141e-05	3.01099440749192
PHLDA3	0.161888390476193	6.44635408270677	4.62830808782653	8.59876070720369e-06	4.54687102208141e-05	3.01086297296844
CBX8	-0.166703350793649	6.35856818796992	-4.62819815913991	8.60269437171184e-06	4.54703491896547e-05	3.01042620282306
TRAF3	-0.163000979365082	7.14939180451128	-4.62457737766611	8.7332359401481e-06	4.61409029797804e-05	2.99604424786362
KLF3	-0.246207292063488	8.6670589924812	-4.62317882067785	8.78416943163258e-06	4.63904705505579e-05	2.99049127258872
SRC	-0.188651804761904	6.46304676691729	-4.62230609273013	8.81609827588794e-06	4.65395040664038e-05	2.98702671759129
POU2F2	-0.251403269841265	7.40001347368421	-4.62164256842251	8.84044839114085e-06	4.66484215357592e-05	2.98439297506142
PPP2R5E	0.368450123809524	9.14211730827068	4.61928568185247	8.92746823696252e-06	4.70877979980688e-05	2.97503993727753
LPHN1	-0.226045888888886	6.6120345112782	-4.6190021096055	8.93799376690656e-06	4.71235066332536e-05	2.97391484508801
CRIP1	0.340962096825399	10.8453780526316	4.61880433143284	8.94534192043594e-06	4.71424403265982e-05	2.97313017625594
COTL1	-0.183095973015869	12.396644	-4.61855920401433	8.9544573650538e-06	4.71706679331214e-05	2.97215768681427
NME3	0.222873638095239	8.46034853383459	4.61777973118117	8.98350295711088e-06	4.73038166621181e-05	2.96906554651305
SLC7A8	-0.202322604761901	6.04428903759398	-4.61767530086637	8.98740126466795e-06	4.73044928980929e-05	2.9686513038997
LAIR2	0.736197042857147	7.36758569924812	4.61679084540012	9.02048294575182e-06	4.74587085967689e-05	2.96514321523063
SUGP1	-0.14200201904762	7.70704428571429	-4.61568086094657	9.06216668677811e-06	4.76580333552773e-05	2.96074127931936
SPTBN5	-0.17910385079365	5.84692546616541	-4.61510600295479	9.08382767009095e-06	4.77519353180985e-05	2.9584618290467
CANT1	-0.239085833333331	10.3584749699248	-4.61296401127834	9.16498045492855e-06	4.81583646350265e-05	2.94997012327061
PEX2	0.658382225396826	6.84637327819549	4.60943980847197	9.30002696737337e-06	4.88426296027011e-05	2.93600498560098
PTP4A3	-0.242643568253967	7.66733568421053	-4.60936310978393	9.30298730877077e-06	4.88426296027011e-05	2.93570114232729
CDC14B	0.208474649206354	5.9922680075188	4.60322066435008	9.54304621873008e-06	5.00820342754601e-05	2.91137960801476
PSMA4	0.726482907936507	8.0866954887218	4.60261781053792	9.5669268123888e-06	5.01863702516115e-05	2.90899382203802
SCARB1	-0.129146539682541	5.72672096240601	-4.60208576667099	9.58805038368524e-06	5.02761622292028e-05	2.90688845339468
CELSR2	-0.175067117460317	5.62963630075188	-4.60144436589559	9.61357561362189e-06	5.03889502087417e-05	2.90435057911785
C2orf47	0.294729699999997	7.6336567518797	4.59999371183881	9.67154826965768e-06	5.06716441284612e-05	2.89861162183894
GAPVD1	-0.157039911111109	8.00525566917293	-4.59887712065853	9.71640056461455e-06	5.08853899352184e-05	2.89419514897042
TNS3	-0.354959907936503	7.72842921804511	-4.59844571982349	9.73378323170419e-06	5.09551572763555e-05	2.89248902958481
TAB1	-0.153469201587297	6.57420632330827	-4.59743008216179	9.77482554518695e-06	5.11486701171834e-05	2.88847280737352
KIAA0125	-0.261932976190475	7.06411715789474	-4.59506603624777	9.87100589350993e-06	5.1630421822327e-05	2.87912694930015
ELL2	0.247229653968255	5.83991733082707	4.59313029493442	9.95044083751388e-06	5.20242215121351e-05	2.87147691565499
ASF1A	0.50747867301587	6.88549259398496	4.59190708210802	1.00009544472582e-05	5.22665457743424e-05	2.86664399349519
JADE2	-0.190209741269836	8.40397945112782	-4.59171053641212	1.0009094026925e-05	5.22873071814552e-05	2.86586752714549
DYNLT1	0.425152209523812	10.4900863684211	4.59126236783197	1.00276780403584e-05	5.23625901166948e-05	2.86409709861135
PNPLA6	-0.299117539682534	9.72929039849624	-4.58766398640878	1.01781032531212e-05	5.31259732197026e-05	2.84988672910206
CDK5R1	-0.250688082539681	5.49675244360902	-4.58598091681491	1.02492073318671e-05	5.34748663618577e-05	2.84324289272111
TNFRSF10C	-0.409726284126984	11.0708704285714	-4.58341759412727	1.03584215618777e-05	5.40222251697593e-05	2.8331276986852
TIMM13	0.292257190476194	7.90076866917293	4.58328885156719	1.03639363672231e-05	5.40227161056152e-05	2.83261977259885
SFT2D2	0.209510942857147	6.80940834586466	4.58321441391072	1.03671262657253e-05	5.40227161056152e-05	2.83232609955743
ERGIC2	0.553957084126982	8.16657366165414	4.58160917062144	1.04361473359401e-05	5.43598077091639e-05	2.82599390176199
CSAD	-0.386368093650793	7.38646659398496	-4.57981433777889	1.05138456489942e-05	5.47417988396596e-05	2.81891573801699
AP1AR	0.403510882539682	5.05134689473684	4.57825375900538	1.05818568037069e-05	5.50730564798483e-05	2.8127630237227
F2R	0.349642593650796	6.08266890977444	4.57706559029255	1.06339226803881e-05	5.5321086979067e-05	2.8080795891235
PQLC1	0.383885095238092	9.41044640601504	4.57438708910136	1.07522041870977e-05	5.59132441523835e-05	2.79752491362936
CCND3	-0.168267885714288	12.0909470977444	-4.57284933922365	1.08206834787403e-05	5.62460382316625e-05	2.79146741555508
ATP5I	0.371530436507935	7.51604196992481	4.5722740325371	1.08464111908038e-05	5.63564255164412e-05	2.78920155038168
WDR52	-0.228009455555555	4.79830529323308	-4.57065783635854	1.09190038596106e-05	5.67101243503284e-05	2.78283721529638
MGST2	0.231498853968253	8.28225067669173	4.56979932216977	1.09577551904828e-05	5.68878411792214e-05	2.7794571822638
MAP1S	-0.325102674603168	7.70801907518797	-4.5682588925568	1.10276196778446e-05	5.72268700238191e-05	2.77339355620267
ESYT1	-0.310801871428573	10.459560924812	-4.5679260993263	1.10427695332851e-05	5.7270889164042e-05	2.7720837704323
DHX16	-0.200083795238095	9.12125654887218	-4.56787208241859	1.10452304572029e-05	5.7270889164042e-05	2.7718711807779
RPL23A	0.129582942857148	13.2792572631579	4.56424654040562	1.12116201421046e-05	5.8109628064076e-05	2.75760663182228
LDLRAP1	-0.288735342857146	10.0819601729323	-4.56365726290453	1.12388918793701e-05	5.8226926218966e-05	2.75528892206405
DDO	0.122695580952383	5.41884752631579	4.56341586100366	1.12500824282752e-05	5.82608478373905e-05	2.75433951796297
GOLGA1	-0.179914296825392	7.52065794736842	-4.56025273109696	1.13977115459323e-05	5.90010249498179e-05	2.74190269436086
SOCS2	0.402481866666666	6.64785718045113	4.55884505074354	1.1464010215541e-05	5.93197526534466e-05	2.7363699830602
COPS8	0.257354011111111	6.83673322556391	4.55816064916561	1.14963783653193e-05	5.9462718766705e-05	2.73368047792991
APOBEC2	0.189172822222224	6.08095542105263	4.55690825502016	1.15558377440247e-05	5.97456332970837e-05	2.72875968397509
DCPS	-0.216908890476185	8.5842267593985	-4.55631297582208	1.15842035212148e-05	5.98676218221596e-05	2.72642111217844
SFI1	-0.21933635238095	7.75601376691729	-4.55262143472224	1.17616163205995e-05	6.0759473689124e-05	2.71192375694179
P2RX1	-0.376961392063489	9.14304233082707	-4.55236428696731	1.17740718714137e-05	6.07987875895056e-05	2.71091420994476
IFIT5	0.639706804761905	7.6190007443609	4.55082899504471	1.18487026272036e-05	6.11589965307076e-05	2.70488760919335
TNIP2	0.134541711111112	9.33465945864662	4.55021863923854	1.18784987544163e-05	6.1271474451576e-05	2.70249214392202
ZCCHC14	-0.124046725396821	5.77769707518797	-4.55018261582213	1.18802595904275e-05	6.1271474451576e-05	2.7023507700345
S100A9	0.221091365079364	13.8721056541353	4.55000803394727	1.18887967770244e-05	6.12903130477003e-05	2.70166563508052
FCGBP	-0.431737779365078	7.18358695488722	-4.54989999524911	1.18940829168866e-05	6.12923829326871e-05	2.70124165400083
PAPSS2	0.195522622222223	6.16876184962406	4.54910190704198	1.19332022685863e-05	6.14687282702058e-05	2.69810990835016
LPIN1	-0.235578831746025	8.03573188721804	-4.54513513900481	1.21294881607088e-05	6.24541721134895e-05	2.68255002182171
THG1L	0.256888668253964	6.29831730827068	4.54449791278435	1.21613088043019e-05	6.25923309583186e-05	2.68005138708203
HSD17B7	0.164938447619047	8.59437509022556	4.54225512949493	1.22739467790997e-05	6.31347543502312e-05	2.67125921901518
CRTC3	-0.199503726984117	10.286653593985	-4.54210948093904	1.22812963058531e-05	6.31347543502312e-05	2.67068835653521
GEMIN6	0.28084148730159	6.05174757894737	4.54209964582813	1.22817927453709e-05	6.31347543502312e-05	2.67064980877476
ANKS1A	-0.239965438095237	7.89853663909774	-4.53972531804117	1.24022082021055e-05	6.37276447665927e-05	2.66134564564406
GAA	-0.291130820634919	8.55855703007519	-4.53903664464074	1.24373472793411e-05	6.38820440692479e-05	2.65864763938127
H2AFZ	0.374462852380949	9.96194690225564	4.53865669939732	1.24567748174408e-05	6.39556507402813e-05	2.65715926113923
MED14	-0.107080839682537	5.84151720300752	-4.53823334655631	1.24784563823337e-05	6.40407651065535e-05	2.65550094738649
ELOVL5	0.139417719047623	8.73285284210526	4.53782044846075	1.24996375899332e-05	6.41232430410803e-05	2.65388369473903
LPIN2	-0.274835884126979	9.16611980451128	-4.53658118883846	1.25634187250002e-05	6.4424102231836e-05	2.64903036808849
GCN1L1	-0.228597247619046	8.12383427819549	-4.53562103974424	1.26130506158031e-05	6.46521891859059e-05	2.6452707912061
ATXN8OS	-0.17251408095238	5.26567263909774	-4.53346054120282	1.2725423509209e-05	6.52015574493893e-05	2.63681323163631
SRP14	0.504326165079361	10.2049834586466	4.53243385306152	1.2779162079438e-05	6.54501737848115e-05	2.6327951566267
GON4L	-0.144823633333329	7.59343422556391	-4.53099442308087	1.28548730376203e-05	6.58110758368255e-05	2.62716288430371
SCAI	0.258992636507937	5.60312740601504	4.53026830716629	1.28932292145791e-05	6.59805220980991e-05	2.62432219875042
TRAM1	0.391785796825395	8.68254179699248	4.52884429933911	1.29687715038163e-05	6.63400508886616e-05	2.61875221152625
KCTD15	-0.144035241269845	6.53924939097744	-4.52760271191756	1.30349848488833e-05	6.66515851197177e-05	2.61389680463771
WWP1	0.383414066666672	7.53450521052632	4.5271106162595	1.30613182480693e-05	6.6759031110702e-05	2.61197266305155
MAST3	-0.328020622222212	10.428980075188	-4.52486825387826	1.3181964381962e-05	6.7348244733249e-05	2.6032067471489
ETHE1	0.233594869841273	9.29086868421053	4.52467332918066	1.31925025794931e-05	6.73746529782171e-05	2.6024448913535
NAE1	0.42927182380953	8.03776901503759	4.52394786009102	1.3231795007239e-05	6.75478290280046e-05	2.59960963400242
EIF3J	0.369859971428576	7.07357842857143	4.51986492876039	1.34550465489312e-05	6.86595868629476e-05	2.58365904852585
SQSTM1	-0.139066700000001	8.68993757142857	-4.5177586896571	1.35716302501958e-05	6.92263481217306e-05	2.57543483319033
TRIM16	-0.209745244444441	5.4663394962406	-4.51626944899453	1.36546494613822e-05	6.96215121663648e-05	2.56962150188956
IZUMO4	-0.133119404761905	5.82614134586466	-4.51387560587166	1.37891240396735e-05	7.02786061940791e-05	2.56027994985674
GAL3ST4	-0.217671030158728	6.89030917293233	-4.50805504940339	1.41214445802135e-05	7.1943112705042e-05	2.53758140278008
BRD3	-0.227227917460311	9.48121481954887	-4.50724709034726	1.41681805143883e-05	7.21519192753831e-05	2.53443228594179
CYP3A5	-0.22642336825397	4.88351777443609	-4.50466982957666	1.43182595693637e-05	7.28866211263187e-05	2.52438987266025
SMARCD1	-0.244907288888885	7.35577745864662	-4.50423894277597	1.4343500082047e-05	7.29854983899131e-05	2.52271131408387
EDF1	0.231956190476188	10.7533735864662	4.50057153029754	1.45600736590009e-05	7.40574804512135e-05	2.50842934852154
REPS1	0.184252160317459	5.62585493233083	4.49991875326866	1.45989515623766e-05	7.42251394670589e-05	2.50588814152231
